Position,Points,Games,team,Goals,Shots,Goals/Shots,Assist,Passes,Turnover,Fouls suffered,Fouls made,Yellow cards,Red cards,Sent offs,season
2.0,62.0,30.0,A.E.K. F.C.,60.0,490.0,1/8.2,45.0,1714.0,1168.0,542.0,584.0,78.0,1.0,2.0,2006-2007
15.0,28.0,30.0,EGALEO F.C.,27.0,341.0,1/12.6,12.0,1241.0,1146.0,574.0,627.0,80.0,0.0,0.0,2006-2007
12.0,35.0,29.0,APOLLON KALAMARIA,25.0,309.0,1/12.4,19.0,940.0,854.0,568.0,637.0,98.0,2.0,4.0,2006-2007
4.0,46.0,30.0,ARIS F.C.,32.0,341.0,1/10.7,20.0,1254.0,1172.0,651.0,558.0,90.0,1.0,4.0,2006-2007
8.0,40.0,30.0,ATROMITOS F.C. ATHENS,40.0,334.0,1/8.4,25.0,1541.0,1147.0,588.0,691.0,98.0,1.0,6.0,2006-2007
9.0,39.0,30.0,ERGOTELIS F.C.,30.0,368.0,1/12.3,20.0,1548.0,1283.0,701.0,646.0,87.0,0.0,8.0,2006-2007
13.0,35.0,30.0,IRAKLIS F.C.,24.0,283.0,1/11.8,17.0,1235.0,1179.0,591.0,572.0,75.0,3.0,6.0,2006-2007
16.0,4.0,30.0,IONIKOS,16.0,309.0,1/19.3,8.0,1207.0,1148.0,510.0,680.0,77.0,3.0,6.0,2006-2007
14.0,35.0,30.0,KERKYRA F.C.,34.0,342.0,1/10.1,18.0,1214.0,1149.0,712.0,637.0,103.0,1.0,10.0,2006-2007
10.0,36.0,30.0,A.E.L. F.C.,30.0,321.0,1/10.7,21.0,1242.0,1002.0,534.0,636.0,83.0,1.0,2.0,2006-2007
1.0,71.0,30.0,OLYMPIACOS F.C.,62.0,481.0,1/7.8,38.0,1901.0,1303.0,520.0,446.0,51.0,2.0,5.0,2006-2007
7.0,42.0,30.0,O.F.I. F.C.,41.0,306.0,1/7.5,24.0,1775.0,1405.0,597.0,717.0,98.0,2.0,8.0,2006-2007
6.0,45.0,30.0,P.A.O.K. F.C.,32.0,328.0,1/10.3,21.0,1240.0,973.0,592.0,629.0,98.0,1.0,5.0,2006-2007
3.0,54.0,29.0,PANATHINAIKOS F.C.,44.0,416.0,1/9.5,26.0,1542.0,1224.0,543.0,541.0,74.0,2.0,3.0,2006-2007
5.0,45.0,30.0,PANIONIOS F.C.,33.0,392.0,1/11.9,17.0,1528.0,1207.0,562.0,581.0,63.0,0.0,0.0,2006-2007
11.0,36.0,30.0,SKODA XANTHI F.C.,24.0,321.0,1/13.4,15.0,1458.0,1026.0,538.0,536.0,82.0,1.0,5.0,2006-2007
2.0,68.0,30.0,A.E.K. F.C.,65.0,425.0,1/6.5,35.0,1611.0,1237.0,559.0,653.0,83.0,3.0,4.0,2007-2008
16.0,22.0,30.0,APOLLON KALAMARIA,28.0,345.0,1/12.3,19.0,911.0,916.0,571.0,651.0,105.0,2.0,5.0,2007-2008
4.0,50.0,30.0,ARIS F.C.,33.0,337.0,1/10.2,15.0,1342.0,1042.0,601.0,537.0,76.0,1.0,5.0,2007-2008
7.0,44.0,30.0,ASTERAS TRIPOLIS F.C.,28.0,282.0,1/10.1,22.0,1208.0,1089.0,646.0,711.0,106.0,0.0,7.0,2007-2008
14.0,29.0,30.0,ATROMITOS F.C. ATHENS,23.0,305.0,1/13.3,14.0,1541.0,1417.0,568.0,661.0,109.0,3.0,8.0,2007-2008
15.0,23.0,30.0,VERIA,21.0,269.0,1/12.8,16.0,1053.0,914.0,571.0,574.0,85.0,3.0,7.0,2007-2008
13.0,30.0,30.0,ERGOTELIS F.C.,28.0,350.0,1/12.5,15.0,1255.0,1261.0,660.0,550.0,76.0,2.0,3.0,2007-2008
10.0,35.0,30.0,IRAKLIS F.C.,28.0,269.0,1/9.6,16.0,1019.0,1076.0,632.0,608.0,103.0,1.0,2.0,2007-2008
6.0,45.0,30.0,A.E.L. F.C.,35.0,363.0,1/10.4,18.0,1301.0,1043.0,585.0,659.0,100.0,4.0,7.0,2007-2008
11.0,33.0,30.0,LEVADIAKOS F.C.,31.0,311.0,1/10.0,15.0,1136.0,1186.0,625.0,562.0,76.0,3.0,6.0,2007-2008
1.0,70.0,30.0,OLYMPIACOS F.C.,55.0,442.0,1/8.0,31.0,1799.0,1210.0,532.0,532.0,67.0,0.0,6.0,2007-2008
12.0,32.0,30.0,O.F.I. F.C.,39.0,346.0,1/8.9,24.0,1379.0,1289.0,516.0,708.0,97.0,4.0,6.0,2007-2008
9.0,35.0,30.0,P.A.O.K. F.C.,29.0,305.0,1/10.5,16.0,1373.0,1037.0,575.0,619.0,78.0,0.0,2.0,2007-2008
3.0,66.0,30.0,PANATHINAIKOS F.C.,44.0,486.0,1/11.0,22.0,1692.0,1219.0,622.0,591.0,66.0,0.0,1.0,2007-2008
5.0,45.0,30.0,PANIONIOS F.C.,39.0,354.0,1/9.1,22.0,1566.0,1286.0,571.0,589.0,86.0,2.0,5.0,2007-2008
8.0,36.0,30.0,SKODA XANTHI F.C.,33.0,305.0,1/9.2,24.0,963.0,940.0,563.0,598.0,74.0,1.0,4.0,2007-2008
4.0,55.0,30.0,A.E.K. F.C.,40.0,408.0,1/10.2,25.0,1307.0,1138.0,576.0,618.0,82.0,0.0,1.0,2008-2009
6.0,47.0,30.0,ARIS F.C.,30.0,382.0,1/12.7,14.0,1562.0,1200.0,582.0,591.0,91.0,2.0,7.0,2008-2009
12.0,33.0,30.0,ASTERAS TRIPOLIS F.C.,33.0,315.0,1/9.5,21.0,1378.0,1171.0,602.0,645.0,83.0,2.0,5.0,2008-2009
9.0,36.0,30.0,ERGOTELIS F.C.,31.0,329.0,1/10.6,17.0,1521.0,1382.0,595.0,596.0,77.0,3.0,3.0,2008-2009
10.0,33.0,30.0,IRAKLIS F.C.,22.0,287.0,1/13.0,14.0,1071.0,1067.0,588.0,582.0,90.0,1.0,4.0,2008-2009
16.0,14.0,30.0,THRASIVOULOS FYLI,22.0,279.0,1/12.7,12.0,1034.0,1117.0,557.0,591.0,106.0,2.0,4.0,2008-2009
5.0,49.0,30.0,A.E.L. F.C.,36.0,325.0,1/9.0,18.0,1592.0,1142.0,444.0,534.0,82.0,0.0,3.0,2008-2009
13.0,32.0,30.0,LEVADIAKOS F.C.,28.0,294.0,1/10.5,13.0,1119.0,1175.0,532.0,534.0,82.0,3.0,7.0,2008-2009
14.0,24.0,30.0,O.F.I. F.C.,30.0,294.0,1/9.8,20.0,1545.0,1404.0,588.0,640.0,108.0,1.0,2.0,2008-2009
1.0,71.0,30.0,OLYMPIACOS F.C.,50.0,432.0,1/8.6,29.0,2099.0,1380.0,622.0,548.0,72.0,0.0,2.0,2008-2009
2.0,63.0,30.0,P.A.O.K. F.C.,39.0,302.0,1/7.7,23.0,1638.0,1119.0,606.0,577.0,82.0,3.0,5.0,2008-2009
3.0,61.0,30.0,PANATHINAIKOS F.C.,51.0,397.0,1/7.8,35.0,1771.0,1244.0,568.0,609.0,74.0,1.0,4.0,2008-2009
11.0,33.0,30.0,PANTHRAKIKOS F.C.,23.0,233.0,1/10.1,9.0,1086.0,1085.0,552.0,701.0,103.0,1.0,8.0,2008-2009
8.0,37.0,30.0,PANIONIOS F.C.,40.0,375.0,1/9.4,30.0,1608.0,1292.0,521.0,528.0,87.0,3.0,9.0,2008-2009
15.0,24.0,30.0,PANSERRAIKOS F.C.,19.0,231.0,1/12.2,12.0,1274.0,1150.0,596.0,593.0,93.0,0.0,4.0,2008-2009
7.0,38.0,30.0,SKODA XANTHI F.C.,25.0,321.0,1/12.8,17.0,1489.0,1179.0,559.0,594.0,102.0,1.0,2.0,2008-2009
4.0,53.0,30.0,A.E.K. F.C.,43.0,392.0,1/9.1,25.0,1860.0,1343.0,463.0,535.0,79.0,0.0,2.0,2009-2010
5.0,46.0,30.0,ARIS F.C.,35.0,305.0,1/8.7,22.0,1575.0,1121.0,501.0,489.0,89.0,2.0,4.0,2009-2010
12.0,36.0,30.0,ASTERAS TRIPOLIS F.C.,29.0,266.0,1/9.2,20.0,1300.0,1286.0,553.0,548.0,88.0,1.0,7.0,2009-2010
7.0,38.0,30.0,ATROMITOS F.C. ATHENS,34.0,355.0,1/10.4,17.0,1812.0,1309.0,463.0,495.0,83.0,1.0,5.0,2009-2010
11.0,36.0,30.0,ERGOTELIS F.C.,37.0,317.0,1/8.6,24.0,1574.0,1152.0,589.0,585.0,97.0,0.0,3.0,2009-2010
10.0,37.0,30.0,IRAKLIS F.C.,39.0,258.0,1/6.6,17.0,1112.0,1086.0,515.0,536.0,101.0,1.0,7.0,2009-2010
8.0,37.0,30.0,A.E.L. F.C.,31.0,302.0,1/9.7,16.0,1571.0,1114.0,503.0,525.0,90.0,2.0,5.0,2009-2010
14.0,34.0,30.0,LEVADIAKOS F.C.,31.0,308.0,1/9.9,20.0,1347.0,1214.0,489.0,517.0,81.0,0.0,1.0,2009-2010
6.0,39.0,30.0,NEA KAVALA F.C.,31.0,233.0,1/7.5,14.0,1268.0,1098.0,488.0,595.0,99.0,3.0,9.0,2009-2010
2.0,64.0,30.0,OLYMPIACOS S.F.P.,47.0,363.0,1/7.7,32.0,2020.0,1309.0,538.0,528.0,79.0,1.0,2.0,2009-2010
1.0,70.0,30.0,PANATHINAIKOS F.C.,54.0,456.0,1/8.4,35.0,1866.0,1157.0,495.0,508.0,64.0,0.0,0.0,2009-2010
16.0,12.0,30.0,PANTHRAKIKOS F.C.,21.0,279.0,1/13.3,9.0,1232.0,1067.0,482.0,575.0,74.0,1.0,7.0,2009-2010
9.0,37.0,30.0,PANIONIOS F.C.,34.0,343.0,1/10.1,28.0,1463.0,1259.0,551.0,520.0,90.0,2.0,8.0,2009-2010
3.0,62.0,30.0,P.A.O.K. F.C.,41.0,297.0,1/7.2,28.0,1490.0,1095.0,502.0,586.0,89.0,2.0,9.0,2009-2010
15.0,28.0,30.0,PAS GIANNINA F.C.,27.0,299.0,1/11.1,13.0,1321.0,1107.0,606.0,493.0,91.0,1.0,4.0,2009-2010
13.0,35.0,30.0,SKODA XANTHI F.C.,27.0,241.0,1/8.9,15.0,1273.0,990.0,493.0,570.0,99.0,1.0,7.0,2009-2010
3.0,50.0,30.0,A.E.K. F.C.,46.0,345.0,1/7.5,26.0,1916.0,1361.0,459.0,594.0,98.0,3.0,6.0,2010-2011
6.0,45.0,30.0,ARIS F.C.,29.0,241.0,1/8.3,14.0,1752.0,1322.0,631.0,480.0,80.0,3.0,4.0,2010-2011
13.0,31.0,30.0,ASTERAS TRIPOLIS F.C.,21.0,295.0,1/14.0,9.0,1546.0,1322.0,549.0,555.0,95.0,2.0,6.0,2010-2011
11.0,34.0,30.0,ATROMITOS F.C. ATHENS,30.0,306.0,1/10.2,18.0,1999.0,1433.0,489.0,438.0,78.0,2.0,6.0,2010-2011
8.0,39.0,30.0,ERGOTELIS F.C.,32.0,329.0,1/10.3,15.0,1928.0,1275.0,613.0,573.0,85.0,1.0,5.0,2010-2011
16.0,35.0,30.0,IRAKLIS F.C.,22.0,246.0,1/11.2,11.0,1894.0,1223.0,540.0,624.0,95.0,4.0,7.0,2010-2011
7.0,40.0,30.0,KAVALA F.C.,29.0,268.0,1/9.2,21.0,2101.0,1369.0,475.0,556.0,96.0,3.0,8.0,2010-2011
12.0,33.0,30.0,KERKYRA F.C.,30.0,217.0,1/7.2,18.0,1782.0,1217.0,476.0,478.0,66.0,1.0,5.0,2010-2011
14.0,25.0,30.0,A.E.L. F.C.,29.0,298.0,1/10.3,13.0,2127.0,1260.0,478.0,568.0,94.0,5.0,9.0,2010-2011
1.0,73.0,30.0,OLYMPIACOS F.C.,65.0,450.0,1/6.9,39.0,2198.0,1378.0,502.0,483.0,54.0,4.0,4.0,2010-2011
5.0,47.0,30.0,OLYMPIAKOS VOLOS F.C.,40.0,315.0,1/7.9,24.0,1462.0,1090.0,475.0,598.0,88.0,5.0,6.0,2010-2011
2.0,60.0,30.0,PANATHINAIKOS F.C.,47.0,345.0,1/7.3,27.0,2216.0,1468.0,465.0,492.0,72.0,2.0,4.0,2010-2011
10.0,35.0,30.0,PANIONIOS F.C.,25.0,278.0,1/11.1,11.0,1914.0,1348.0,551.0,516.0,92.0,1.0,4.0,2010-2011
15.0,24.0,30.0,PANSERRAIKOS F.C.,22.0,238.0,1/10.8,10.0,1836.0,1201.0,450.0,648.0,90.0,0.0,4.0,2010-2011
4.0,48.0,30.0,P.A.O.K. F.C.,32.0,297.0,1/9.3,22.0,2367.0,1279.0,570.0,523.0,83.0,2.0,6.0,2010-2011
9.0,36.0,30.0,SKODA XANTHI F.C.,29.0,249.0,1/8.6,10.0,1769.0,1131.0,547.0,524.0,96.0,0.0,5.0,2010-2011
5.0,48.0,30.0,A.E.K. F.C.,36.0,333.0,1/9.3,23.0,2049.0,1536.0,447.0,519.0,108.0,0.0,4.0,2011-2012
